timestamp,latitude,longitude,current_u,current_v,wind_u,wind_v
2018-12-17T12:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T12:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T12:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T13:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T13:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T13:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T14:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T14:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T14:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T15:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T15:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T15:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T16:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T16:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T16:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T17:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T17:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T17:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T18:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T18:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T18:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T19:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T19:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T19:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T20:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T20:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T20:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T21:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T21:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T21:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T22:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T22:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T22:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-17T23:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-17T23:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-17T23:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T00:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T00:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T00:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T01:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T01:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T01:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T02:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T02:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T02:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T03:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T03:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T03:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T04:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T04:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T04:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T05:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T05:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T05:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T06:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T06:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T06:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T07:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T07:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T07:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T08:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T08:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T08:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T09:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T09:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T09:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T10:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T10:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T10:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T11:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T11:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T11:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T12:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T12:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T12:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T13:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T13:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T13:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T14:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T14:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T14:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T15:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T15:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T15:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T16:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T16:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T16:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T17:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T17:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T17:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T18:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T18:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T18:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T19:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T19:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T19:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T20:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T20:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T20:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T21:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T21:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T21:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T22:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T22:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T22:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-18T23:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-18T23:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-18T23:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T00:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T00:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T00:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T01:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T01:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T01:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T02:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T02:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T02:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T03:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T03:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T03:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T04:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T04:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
